DWA_ID,DWA_Title,Votes_Array,Status,Final_Sequence_JSON
4.A.3.a.3.I06.D01,Operate chemical processing or water treatment systems or equipment.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review system logs and operational parameters for the day, including water quality requirements."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring clear communication of target parameters and potential issues from previous shifts.""}, {""step_order"": 2, ""action_description"": ""Don appropriate personal protective equipment (PPE) before interacting with any chemical processing equipment."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Strict adherence to safety protocols to prevent accidents.""}, {""step_order"": 3, ""action_description"": ""Assess real-time sensor data for pH, turbidity, flow rate, and chemical concentrations."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Interpreting sensor data accurately and identifying deviations from target parameters.""}, {""step_order"": 4, ""action_description"": ""Adjust chemical dosing pumps and treatment process parameters based on sensor readings and operational targets."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Precise control of chemical dosages and process settings to achieve desired water quality.""}, {""step_order"": 5, ""action_description"": ""Monitor treatment process performance using the control panel GUI and make real-time adjustments as needed."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining continuous vigilance and responding dynamically to changing conditions.""}, {""step_order"": 6, ""action_description"": ""Collect water samples from key points in the treatment process for laboratory analysis."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring representative sampling techniques for accurate analysis.""}, {""step_order"": 7, ""action_description"": ""Analyze laboratory results to confirm treatment effectiveness and compliance with regulatory standards."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Interpreting laboratory data and identifying any necessary process adjustments.""}, {""step_order"": 8, ""action_description"": ""Document all operational activities, adjustments made, and treatment results in the system logbook."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining accurate and detailed records for future reference and troubleshooting.""}]"
4.A.3.a.2.I15.D05,Smooth metal surfaces or edges.,"['D', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Inspect the metal surface to identify areas requiring smoothing."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately identifying imperfections and determining the desired level of smoothness.""}, {""step_order"": 2, ""action_description"": ""Select and prepare the appropriate smoothing tool (e.g., belt sander, file, grinder) based on the material and required finish."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Choosing the right tool and grit for the specific material and desired outcome.""}, {""step_order"": 3, ""action_description"": ""Don safety equipment (e.g., glasses, gloves, dust mask) as needed for the chosen tool and material."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring proper safety precautions are taken based on the specific task and environment.""}, {""step_order"": 4, ""action_description"": ""Secure the workpiece firmly to prevent movement during smoothing."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring the workpiece is stable and won't shift during the smoothing process.""}, {""step_order"": 5, ""action_description"": ""Apply even pressure and controlled movements with the smoothing tool along the identified areas."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining consistent pressure and smooth movements to achieve a uniform finish.""}, {""step_order"": 6, ""action_description"": ""Periodically inspect the progress, adjusting tool pressure or technique as needed."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Recognizing when adjustments are necessary and making appropriate changes to the smoothing process.""}, {""step_order"": 7, ""action_description"": ""Switch to a finer grit tool or technique for final smoothing and polishing if required."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Determining the appropriate level of refinement needed for the desired finish.""}, {""step_order"": 8, ""action_description"": ""Clean the smoothed surface to remove any debris or residue."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Effectively removing all traces of dust, filings, or other debris.""}]"
4.A.4.a.5.I09.D09,Assist patients with daily activities.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Knock gently on the patient's door and greet them warmly, announcing your presence."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing professionalism with a personal touch to build rapport.""}, {""step_order"": 2, ""action_description"": ""Assess the patient's current state, considering their mobility, cognition, and any signs of discomfort."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Quickly and accurately gauging needs while respecting patient autonomy.""}, {""step_order"": 3, ""action_description"": ""Discuss the day's activities with the patient, incorporating their preferences and ensuring their understanding."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clear communication, especially with patients who have cognitive impairments.""}, {""step_order"": 4, ""action_description"": ""Assist the patient in transferring from the bed to a wheelchair, prioritizing safety and comfort."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Using proper body mechanics to prevent injury to both the patient and caregiver.""}, {""step_order"": 5, ""action_description"": ""Help the patient with personal hygiene tasks, such as washing or dressing, ensuring dignity and respect."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining patient modesty while providing efficient care.""}, {""step_order"": 6, ""action_description"": ""Prepare and assist the patient with their meal, considering dietary needs and preferences."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Adapting to different dietary restrictions and assisting with feeding if needed.""}, {""step_order"": 7, ""action_description"": ""Engage the patient in conversation or activities to promote mental stimulation and well-being."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Finding engaging topics and adapting to individual interests and abilities.""}, {""step_order"": 8, ""action_description"": ""Confirm the patient's comfort and address any further needs before concluding the session."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring patient satisfaction and proactively anticipating needs.""}]"
4.A.3.b.6.I14.D04,Maintain regulatory or compliance documentation.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Identify the specific regulatory updates or changes that require documentation revisions."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring comprehensive understanding of regulatory changes""}, {""step_order"": 2, ""action_description"": ""Locate and retrieve the relevant compliance documents from the company's document management system."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Efficient document retrieval and organization""}, {""step_order"": 3, ""action_description"": ""Review the documents against the identified regulatory changes, highlighting areas requiring updates."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate comparison and identification of discrepancies""}, {""step_order"": 4, ""action_description"": ""Update the documents to reflect the regulatory changes, ensuring accuracy, clarity, and compliance."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining consistency and adherence to regulatory language""}, {""step_order"": 5, ""action_description"": ""Save the updated documents, ensuring proper labeling, version control, and secure storage."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Implementing robust version control and access management""}, {""step_order"": 6, ""action_description"": ""Verify the updated documents against the regulatory guidelines to confirm compliance."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Thorough verification and quality assurance""}, {""step_order"": 7, ""action_description"": ""Notify relevant stakeholders (e.g., department heads, auditors) of the updated documentation."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Effective communication and stakeholder management""}]"
4.A.3.a.4.I01.D09,Drive vehicles to transport patrons.,"['C', 'D', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Receive ride request notification with passenger location and destination."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring accurate data transmission and interpretation""}, {""step_order"": 2, ""action_description"": ""Navigate to the passenger's pickup location, considering traffic."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Dynamic route optimization based on real-time conditions""}, {""step_order"": 3, ""action_description"": ""Identify and confirm the passenger's identity."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate passenger recognition and verification""}, {""step_order"": 4, ""action_description"": ""Assist passenger with entering the vehicle and securing belongings."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Safe and efficient passenger assistance""}, {""step_order"": 5, ""action_description"": ""Initiate trip, follow the optimal route, considering passenger preferences."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing efficiency with passenger comfort""}, {""step_order"": 6, ""action_description"": ""Engage in polite conversation with the passenger (optional)."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining professional and engaging communication""}, {""step_order"": 7, ""action_description"": ""Arrive at the destination, assist passenger with exiting and luggage."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Smooth and safe passenger disembarkation""}, {""step_order"": 8, ""action_description"": ""Confirm fare, end the trip on the app, receive passenger feedback."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate fare calculation and positive customer experience""}]"
4.A.3.b.4.I02.D05,Maintain sustainable energy production equipment.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Review maintenance schedule and checklist, confirming tasks and required materials."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring completeness and accuracy of information.""}, {""step_order"": 2, ""action_description"": ""Travel to the energy production equipment location, adhering to safety protocols."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Efficient and safe transportation.""}, {""step_order"": 3, ""action_description"": ""Inspect the equipment for visible damage, wear, or anomalies."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying subtle signs of malfunction.""}, {""step_order"": 4, ""action_description"": ""Perform necessary cleaning and maintenance tasks (e.g., lubrication, tightening connections)."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Precision and adherence to specifications.""}, {""step_order"": 5, ""action_description"": ""Test the equipment's functionality and performance, verifying operational parameters."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Interpreting data and identifying deviations.""}, {""step_order"": 6, ""action_description"": ""Document all maintenance activities, repairs, and observations in a detailed log."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurate and comprehensive record-keeping.""}, {""step_order"": 7, ""action_description"": ""Safely secure tools and equipment, prepare the work area for departure."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining order and safety.""}]"
4.A.4.a.6.I02.D03,Customize financial products or services to meet customer needs.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Initiate a meeting with the client to discuss their financial goals, needs, and risk tolerance."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Establishing rapport and trust with the client.""}, {""step_order"": 2, ""action_description"": ""Gather detailed information about the client's financial situation, including income, assets, liabilities, and investment history."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring data accuracy and completeness.""}, {""step_order"": 3, ""action_description"": ""Analyze the client's financial data to identify areas for improvement and potential investment opportunities."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Interpreting complex financial data and identifying relevant patterns.""}, {""step_order"": 4, ""action_description"": ""Research and select appropriate financial products or services that align with the client's goals, risk tolerance, and financial situation."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Staying up-to-date on the latest financial products and regulations.""}, {""step_order"": 5, ""action_description"": ""Design a customized financial plan, outlining the recommended investment strategy, product allocation, and expected outcomes."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing risk and return to meet the client's specific needs.""}, {""step_order"": 6, ""action_description"": ""Present the customized plan to the client, clearly explaining the rationale behind each recommendation and addressing any questions or concerns."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating complex financial concepts in a clear and concise manner.""}, {""step_order"": 7, ""action_description"": ""Finalize the plan with the client's approval, ensuring all necessary documentation is completed and signed."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining accurate records and adhering to legal requirements.""}]"
4.A.4.a.2.I03.D12,Communicate with coworkers to coordinate installations or repairs.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review the installation plan and confirm understanding of roles and responsibilities with all team members."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring clear communication and shared understanding of the plan.""}, {""step_order"": 2, ""action_description"": ""Identify potential site-specific challenges or hazards by inspecting the work area."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Thoroughness in identifying potential issues.""}, {""step_order"": 3, ""action_description"": ""Discuss identified challenges and develop mitigation strategies as a team."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Collaborative problem-solving and decision-making.""}, {""step_order"": 4, ""action_description"": ""Assign specific tasks to each team member based on their skills and the project requirements."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Effective task delegation and workload balancing.""}, {""step_order"": 5, ""action_description"": ""Utilize clear communication channels (radio, hand signals, etc.) to coordinate actions and progress throughout the installation."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive & Physical"", ""key_challenge"": ""Maintaining clear and concise communication in a potentially noisy environment.""}, {""step_order"": 6, ""action_description"": ""Continuously monitor progress, provide guidance and support to team members, and address any emerging issues."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive & Physical"", ""key_challenge"": ""Proactive problem identification and resolution.""}, {""step_order"": 7, ""action_description"": ""Conduct a final inspection of the completed installation to ensure all components are functioning correctly and meet quality standards."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Attention to detail and adherence to quality standards.""}, {""step_order"": 8, ""action_description"": ""Communicate the successful completion of the installation to the client and team, and discuss any follow-up actions or maintenance."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Clear and concise communication of project status and next steps.""}]"
4.A.1.a.2.I06.D03,Monitor student performance.,"['A', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Log into the LMS and navigate to the class dashboard."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring secure and efficient login process""}, {""step_order"": 2, ""action_description"": ""Review the class performance summary to understand the overall progress."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Interpreting data visualizations and identifying trends""}, {""step_order"": 3, ""action_description"": ""Access individual student performance profiles."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Efficiently navigating to individual student data""}, {""step_order"": 4, ""action_description"": ""Analyze student performance data, focusing on quiz scores, participation, and completion rates."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Identifying patterns and areas of concern within individual student data""}, {""step_order"": 5, ""action_description"": ""Plan targeted interventions for students struggling with specific concepts."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Developing effective and personalized learning strategies""}, {""step_order"": 6, ""action_description"": ""Provide personalized feedback to each student, highlighting areas of improvement and offering resources."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating feedback in a clear, constructive, and encouraging manner""}, {""step_order"": 7, ""action_description"": ""Document interventions and student progress in the LMS."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining accurate and organized records""}]"
4.A.1.a.2.I02.D05,Monitor organizational procedures to ensure proper functioning.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Review relevant organizational procedures and safety protocols."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring access to and understanding of up-to-date documentation.""}, {""step_order"": 2, ""action_description"": ""Navigate to the designated work area, prioritizing safety."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Mitigating potential hazards during movement within the workspace.""}, {""step_order"": 3, ""action_description"": ""Observe workers performing tasks, noting adherence to procedures and safety protocols."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining objectivity and accurately identifying deviations.""}, {""step_order"": 4, ""action_description"": ""Document any observed deviations from procedures, including specific details and potential causes."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Capturing comprehensive and actionable information.""}, {""step_order"": 5, ""action_description"": ""If necessary, engage with workers to clarify observations or provide constructive feedback."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Communicating effectively and respectfully while maintaining professionalism.""}, {""step_order"": 6, ""action_description"": ""Compile a detailed report summarizing observations, deviations, and recommendations for improvement."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Organizing information clearly and concisely for effective communication.""}, {""step_order"": 7, ""action_description"": ""Submit the report to the appropriate authority for review and potential action."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Ensuring timely and appropriate distribution of information.""}]"
4.A.4.c.2.I01.D04,Participate in staffing decisions.,"['D', 'C', 'C', 'C']",3票最高,"[{""step_order"": 1, ""action_description"": ""Review the job description and shortlisted candidate resumes to understand the role's requirements and candidates' qualifications."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring thorough comprehension of both the role and candidate profiles.""}, {""step_order"": 2, ""action_description"": ""Participate in a team meeting to discuss each candidate, highlighting their key skills, experiences, and potential cultural fit."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Objectively assessing candidates based on available information and team input.""}, {""step_order"": 3, ""action_description"": ""Engage in discussions to evaluate candidates' technical skills and soft skills, considering their resume, past projects, interviews, and cultural fit."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing technical expertise with cultural alignment and team dynamics.""}, {""step_order"": 4, ""action_description"": ""Contribute insights and perspectives based on your review and the team's discussions, advocating for specific candidates when appropriate."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Articulating your reasoning clearly and persuasively to influence the team's decision.""}, {""step_order"": 5, ""action_description"": ""Collaboratively rank candidates based on pre-determined criteria and reach a consensus on the top candidate to move forward."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Facilitating a fair and transparent decision-making process.""}, {""step_order"": 6, ""action_description"": ""Document the team's decision, including the rationale and any relevant notes, for future reference and accountability."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring accurate and comprehensive documentation of the selection process.""}]"
4.A.4.a.1.I05.D05,Explain medical procedures or test results to patients or family members.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Greet the patient and family, confirm their identity, and inquire about their understanding of the upcoming explanation."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Establishing rapport and understanding patient's pre-existing knowledge.""}, {""step_order"": 2, ""action_description"": ""Review the patient's medical history and relevant test results."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Accurately interpreting medical data and identifying key findings.""}, {""step_order"": 3, ""action_description"": ""Explain the purpose of the test/procedure and the context of the results using clear, non-technical language."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Tailoring communication to the patient's understanding and addressing potential anxieties.""}, {""step_order"": 4, ""action_description"": ""Present the key findings, using visual aids if necessary, and explain their significance."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Balancing detail with clarity and avoiding overwhelming the patient with information.""}, {""step_order"": 5, ""action_description"": ""Discuss potential implications of the findings, including risks, treatment options, and next steps."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Providing realistic expectations while remaining hopeful and supportive.""}, {""step_order"": 6, ""action_description"": ""Encourage questions, actively listen to concerns, and provide reassurance and support."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Empathetically addressing patient anxieties and fostering open communication.""}, {""step_order"": 7, ""action_description"": ""Summarize key points discussed and outline the next steps, including follow-up appointments or further testing."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring patient comprehension and providing clear instructions for future actions.""}]"
4.A.3.a.1.I11.D04,Detain suspects or witnesses.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Approach the individual calmly and confidently, maintaining a safe distance."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Balancing approachability with officer safety.""}, {""step_order"": 2, ""action_description"": ""Clearly identify oneself as an officer and state the reason for the detention."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Using clear and concise language, adaptable to the situation.""}, {""step_order"": 3, ""action_description"": ""Observe the individual's body language and verbal responses to assess compliance and potential threats."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Rapidly interpreting non-verbal cues and potential escalation indicators.""}, {""step_order"": 4, ""action_description"": ""Instruct the individual to place their hands where visible and comply with further instructions."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Maintaining a calm demeanor while asserting authority.""}, {""step_order"": 5, ""action_description"": ""Conduct a quick pat-down search for any weapons or contraband, prioritizing officer safety."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Performing a thorough search while minimizing physical contact and potential escalation.""}, {""step_order"": 6, ""action_description"": ""Inform the individual of their rights (e.g., Miranda warning) and the reason for the detention."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Delivering legal information clearly and concisely, ensuring comprehension.""}, {""step_order"": 7, ""action_description"": ""Apply handcuffs if necessary, ensuring proper technique and individual comfort."", ""mapped_stage"": ""Manipulation_Execution"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Using restraints safely and ethically, avoiding unnecessary force.""}, {""step_order"": 8, ""action_description"": ""Escort the individual to a secure location (e.g., patrol car) maintaining control and safety."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Maintaining situational awareness and preventing escape attempts.""}]"
4.A.4.c.2.I01.D05,Recruit personnel.,"['C', 'C', 'C', 'C']",4票最高,"[{""step_order"": 1, ""action_description"": ""Define the required skills and experience for the open position based on current projects and team needs."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Ensuring a clear and comprehensive understanding of the role's requirements.""}, {""step_order"": 2, ""action_description"": ""Draft a compelling job description highlighting company culture, exciting projects, and growth opportunities."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Crafting engaging and informative content that attracts qualified candidates.""}, {""step_order"": 3, ""action_description"": ""Post the job description on relevant online platforms like LinkedIn, Indeed, and specialized tech job boards."", ""mapped_stage"": ""Navigation_Addressing"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Selecting the most effective platforms to reach the target audience.""}, {""step_order"": 4, ""action_description"": ""Screen resumes and cover letters, identifying candidates who meet the minimum qualifications."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Efficiently filtering through applications and identifying promising candidates.""}, {""step_order"": 5, ""action_description"": ""Conduct initial phone screenings to assess candidates' technical skills, communication abilities, and cultural fit."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Developing effective screening questions and evaluating candidate responses.""}, {""step_order"": 6, ""action_description"": ""Invite shortlisted candidates for in-person interviews at the company office."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Scheduling interviews efficiently and providing clear instructions to candidates.""}, {""step_order"": 7, ""action_description"": ""Conduct in-person interviews to further evaluate candidates' qualifications and fit within the team."", ""mapped_stage"": ""Perception_Diagnosis"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Asking insightful questions and accurately assessing candidate responses.""}, {""step_order"": 8, ""action_description"": ""Extend a formal job offer to the chosen candidate, outlining compensation, benefits, and start date."", ""mapped_stage"": ""Intent_Communication"", ""cognitive_or_physical"": ""Physical"", ""key_challenge"": ""Negotiating terms and ensuring a smooth onboarding process.""}, {""step_order"": 9, ""action_description"": ""Receive acceptance of the job offer from the candidate."", ""mapped_stage"": ""Feedback_Verification"", ""cognitive_or_physical"": ""Cognitive"", ""key_challenge"": ""Confirming all details and ensuring a positive candidate experience.""}]"
